Do Amor	Lucas Santtana	Ricardo Dias Gomes with Vocals, Bass, Bass, Vocals / Keyboards [Rhodes], Bass"
Marilia Barbosa	Octavio Burnier	Jamil Joanes with Bass / Bass"
Marilia Barbosa	Marina Lima	Jamil Joanes with Bass / Bass"
Marilia Barbosa	Antonio Adolfo	Jamil Joanes with Bass / Bass, Acoustic Guitar, Bass"
Marilia Barbosa	Sivuca	Jamil Joanes with Bass / Electric Bass, Contrabass"
Marilia Barbosa	Raul Seixas	Jamil Joanes with Bass / Bass"
Marilia Barbosa	Hyldon	Jamil Joanes with Bass / Vocals"
Marilia Barbosa	Maria Bethânia	Jamil Joanes with Bass / Bass"
Marilia Barbosa	Banda Black Rio	Jamil Joanes with Bass / Electric Bass, Bass"
Marilia Barbosa	Dom Mita	Jamil Joanes with Bass / Bass"
Marilia Barbosa	Ithamara Koorax	Jamil Joanes with Bass / Bass "
Marilia Barbosa	Leila Pinheiro	Jamil Joanes with Bass / Bass"
Marilia Barbosa	Gal Costa	Jamil Joanes with Bass / Bass"
Marilia Barbosa	Vitor Ramil	Jamil Joanes with Bass / Bass"
Dom Um Romao	Airto Moreira	Ron Carter with Bass [Acoustic] / Bass"
Dom Um Romao	Luiz Bonfá	Ron Carter with Bass [Acoustic] / Bass"
Dom Um Romao	Antonio Carlos Jobim	Ron Carter with Bass [Acoustic] / Bass, Acoustic Bass"
Dom Um Romao	Miucha	Ron Carter with Bass [Acoustic] / Contrabass, Acoustic Bass"
Dom Um Romao	Ithamara Koorax	Ron Carter with Bass [Acoustic] / Featuring, Bass "
Dom Um Romao	Astrud Gilberto	Ron Carter with Bass [Acoustic] / Bass"
Rita Lee & Roberto	Marcos Sabino	Jamil Joanes with Bass / Bass"
Rita Lee & Roberto	Kleiton & Kledir	Jamil Joanes with Bass / Bass"
Rita Lee & Roberto	Octavio Burnier	Jamil Joanes with Bass / Bass"
Rita Lee & Roberto	Marilia Barbosa	Jamil Joanes with Bass / Bass"
Rita Lee & Roberto	Marina Lima	Jamil Joanes with Bass / Bass"
Rita Lee & Roberto	Paulo André Barata	Jamil Joanes with Bass / Bass"
Rita Lee & Roberto	Antonio Adolfo	Jamil Joanes with Bass / Bass, Acoustic Guitar, Bass"
Rita Lee & Roberto	Sivuca	Jamil Joanes with Bass / Electric Bass, Contrabass"
Rita Lee & Roberto	Chico Batera	Lee Marcucci with Guitar / Bass"
Rita Lee & Roberto	Chico Batera	Jamil Joanes with Bass / Vocals"
Rita Lee & Roberto	Angela Ro Ro	Jamil Joanes with Bass / Bass"
Rita Lee & Roberto	Luiz Melodia	Jamil Joanes with Bass / Bass"
Rita Lee & Roberto	Raul Seixas	Jamil Joanes with Bass / Bass"
Rita Lee & Roberto	Hyldon	Jamil Joanes with Bass / Vocals"
Rita Lee & Roberto	Maria Bethânia	Jamil Joanes with Bass / Bass"
Rita Lee & Roberto	Banda Black Rio	Jamil Joanes with Bass / Electric Bass, Bass"
Rita Lee & Roberto	Lizzy Mercier Descloux	Jamil Joanes with Bass / Bass"
Rita Lee & Roberto	Marcelo (2)	Jamil Joanes with Bass / Electric Bass"
Rita Lee & Roberto	Tavito	Jamil Joanes with Bass / Bass"
Rita Lee & Roberto	Dom Mita	Jamil Joanes with Bass / Bass"
Rita Lee & Roberto	Ithamara Koorax	Jamil Joanes with Bass / Bass "
Rita Lee & Roberto	Leila Pinheiro	Jamil Joanes with Bass / Bass"
Rita Lee & Roberto	Gal Costa	Jamil Joanes with Bass / Bass"
Rita Lee & Roberto	Vitor Ramil	Jamil Joanes with Bass / Bass"
Hermeto Pascoal E Grupo	Robertinho De Recife	Itibere Zwarg with Electric Bass, Bass / Musician"
Os Pilantrocratas	Arthur Verocai	Luiz Carlos Batera with Bass / Vocals"
Os Pilantrocratas	Sivuca	Luiz Carlos Batera with Bass / Drums"
Os Pilantrocratas	Carlinhos De Jesus	Luiz Carlos Batera with Bass / Arranged By"
Os Pilantrocratas	João Donato	Luiz Carlos Batera with Bass / Percussion"
Os Pilantrocratas	Banda Black Rio	Luiz Carlos Batera with Bass / Drums, Percussion, Drums, Percussion, Vocals"
Marina Lima	Octavio Burnier	Jamil Joanes with Bass / Bass"
Marina Lima	Antonio Adolfo	Jamil Joanes with Bass / Bass, Acoustic Guitar, Bass"
Marina Lima	Arnaldo Baptista	Liminha with Producer / Bass"
Marina Lima	Sivuca	Jamil Joanes with Bass / Electric Bass, Contrabass"
Marina Lima	Hyldon	Jamil Joanes with Bass / Vocals"
Marina Lima	Maria Bethânia	Jamil Joanes with Bass / Bass"
Marina Lima	Banda Black Rio	Jamil Joanes with Bass / Electric Bass, Bass"
Marina Lima	Kid Abelha	Nilo Romero with Bass / Producer, Bass, Vocals"
Marina Lima	Joyce	Bruce Henry with Double Bass / Acoustic Bass"
Marina Lima	Ithamara Koorax	Jamil Joanes with Bass / Bass "
Marina Lima	Gilberto Gil	Bruce Henry with Double Bass / Bass"
Marina Lima	Leila Pinheiro	Jamil Joanes with Bass / Bass"
Marina Lima	Ney Matogrosso	Bruce Henry with Double Bass / Bass"
Marina Lima	Gal Costa	Jamil Joanes with Bass / Bass"
César Camargo Mariano	Andy Summers	Abraham Laboriel with Bass / Bass"
Tamba 4	Sylvia Telles	Bebeto Castilho with Flute, Bass, Congas, Flute [Sol] / Bass"
Tamba 4	Milton Nascimento	Dorio Ferreira with Bass, Guitar, Percussion, Bass / Vocals, Bass"
Tamba 4	Milton Nascimento	Bebeto Castilho with Flute, Bass, Congas, Flute [Sol] / Flute, Vocals"
Tamba 4	Nara Leão	Bebeto Castilho with Flute, Bass, Congas, Flute [Sol] / Flute, Vocals, Bass"
Pixote	Molejo	João Marcos with Bass / Bass [Guest]"
Paulo André Barata	Octavio Burnier	Jamil Joanes with Bass / Bass"
Paulo André Barata	Marilia Barbosa	Jamil Joanes with Bass / Bass"
Paulo André Barata	Marina Lima	Jamil Joanes with Bass / Bass"
Paulo André Barata	Antonio Adolfo	Jamil Joanes with Bass / Bass, Acoustic Guitar, Bass"
Paulo André Barata	Sivuca	Jamil Joanes with Bass / Electric Bass, Contrabass"
Paulo André Barata	Raul Seixas	Jamil Joanes with Bass / Bass"
Paulo André Barata	Hyldon	Jamil Joanes with Bass / Vocals"
Paulo André Barata	Maria Bethânia	Moacyr Albuquerque with Bass / Bass"
Paulo André Barata	Maria Bethânia	Jamil Joanes with Bass / Bass"
Paulo André Barata	Banda Black Rio	Jamil Joanes with Bass / Electric Bass, Bass"
Paulo André Barata	Marcelo (2)	Jamil Joanes with Bass / Electric Bass"
Paulo André Barata	Dom Mita	Jamil Joanes with Bass / Bass"
Paulo André Barata	Ithamara Koorax	Jamil Joanes with Bass / Bass "
Paulo André Barata	Leila Pinheiro	Jamil Joanes with Bass / Bass"
Paulo André Barata	Gal Costa	Moacyr Albuquerque with Bass / Bass"
Paulo André Barata	Gal Costa	Jamil Joanes with Bass / Bass"
Paulo André Barata	Vitor Ramil	Jamil Joanes with Bass / Bass"
Pirí	Francis Hime	Wilson Das Neves with Drums / Bass, Drums"
Pirí	Baden Powell	Jorge Marinho with Bass / Double Bass"
A Turma Da Pilantragem	Os Catedráticos	Sergio Barroso with Electric Bass / Contrabass"
A Turma Da Pilantragem	Márcia	Sergio Barroso with Electric Bass / Bass"
A Turma Da Pilantragem	Sylvia Telles	Sergio Barroso with Electric Bass / Bass"
A Turma Da Pilantragem	Lúcio Alves	Sergio Barroso with Electric Bass / Acoustic Bass"
A Turma Da Pilantragem	Dom Salvador Trio	Sergio Barroso with Electric Bass / Bass"
A Turma Da Pilantragem	Hyldon	Bijou (7) with Saxophone / Bass Clarinet"
A Turma Da Pilantragem	Roberto Menescal E Seu Conjunto	Sergio Barroso with Electric Bass / Double Bass"
A Turma Da Pilantragem	João Donato	Bijou (7) with Saxophone / Tenor Saxophone, Bass Clarinet"
A Turma Da Pilantragem	Baden Powell	Sergio Barroso with Electric Bass / Bass"
A Turma Da Pilantragem	Dom Mita	Sergio Barroso with Electric Bass / Acoustic Bass"
A Turma Da Pilantragem	Ithamara Koorax	Sergio Barroso with Electric Bass / Acoustic Bass"
A Turma Da Pilantragem	Gilberto Gil	Sergio Barroso with Electric Bass / Electric Bass"
A Turma Da Pilantragem	Eumir Deodato	Sergio Barroso with Electric Bass / Contrabass"
A Turma Da Pilantragem	Caetano Veloso	Sergio Barroso with Electric Bass / Electric Bass, Bass"
A Turma Da Pilantragem	João Nogueira	Sergio Barroso with Electric Bass / Bass"
Djavan	Placa Luminosa	Luizão Maia with Bass / Drums"
Djavan	Quarteto Em Cy	Luizão Maia with Bass / Double Bass, Double Bass [Contrabass]"
Djavan	Tunai	João Baptista with Bass / Bass [Baixolão Epiphone Fretless]"
Djavan	Egotrip (4)	Arthur Maia with Bass / Vocals, Bass, Keyboards"
Djavan	César Camargo Mariano	Abraham Laboriel with Bass / Bass"
Djavan	Antonio Adolfo	Luizão with Bass / Bass"
Djavan	Elis Regina	Luizão Maia with Bass / Electric Bass, Bass"
Djavan	Elis Regina	Luizão with Bass / Bass"
Djavan	Sonia Santos	Luizão with Bass / Bass"
Djavan	Dóris Monteiro	Luizão with Bass / Bass Guitar"
Djavan	Wagner Tiso	Luizão Maia with Bass / Bass"
Djavan	Marcos Ariel	João Baptista with Bass / Bass, Producer, Mixed By"
Djavan	Maria Creuza	Luizão Maia with Bass / Bass"
Djavan	Yana Purim	Arthur Maia with Bass / Electric Bass"
Djavan	Orlando Morais	Arthur Maia with Bass / Bass"
Djavan	Osmar Milito	Luizão with Bass / Bass"
Djavan	Jotan	Luizão Maia with Bass / Bass"
Djavan	Ana Carolina	Arthur Maia with Bass / Bass"
Djavan	Maria Bethânia	Luizão with Bass / Bass"
Djavan	Antonio Carlos E Jocafi	Luizão Maia with Bass / Bass"
Djavan	João Bosco	Luizão Maia with Bass / Bass"
Djavan	Guinga	Sizão Machado with Bass / Acoustic Bass"
Djavan	Jorge Mautner	Luizão with Bass / Bass"
Djavan	Zélia Duncan	Arthur Maia with Bass / Bass"
Djavan	Daúde	Arthur Maia with Bass / Bass Guitar"
Djavan	Rildo Hora	Luizão with Bass / Bass"
Djavan	Milton Nascimento	João Baptista with Bass / Electric Bass, Bass"
Djavan	Milton Nascimento	Arthur Maia with Bass / Backing Vocals"
Djavan	Leila Pinheiro	Arthur Maia with Bass / Bass"
Djavan	Caetano Veloso	Arthur Maia with Bass / Bass"
Djavan	Gal Costa	Arthur Maia with Bass / Bass"
Djavan	Ivan Lins	André Vasconcellos with Double Bass / Bass, Acoustic Bass"
Djavan	Ivan Lins	Arthur Maia with Bass / Bass"
Djavan	Ivan Lins	Luizão Maia with Bass / Electric Bass"
Djavan	João Nogueira	Luizão Maia with Bass / Bass"
Djavan	João Nogueira	Luizão with Bass / Bass"
Djavan	Vitor Ramil	Arthur Maia with Bass / Bass"
Djavan	Andy Summers	Abraham Laboriel with Bass / Bass"
Ronie E A Central Do Brasil	Chico Buarque	Jorjao with Electric Piano / Bass"
Ronie E A Central Do Brasil	Banda Black Rio	Decio Cardoso with Bass / Electric Bass"
Chico Science	Arnaldo Baptista	Liminha with Producer, Recorded By, Mixed By / Bass"
Chico Science	Marisa Monte	Dengue with Bass / Bass"
Chico Science	Céu	Dengue with Bass / Bass"
Chico Science	China (16)	Dengue with Bass / Bass"
Jorginho Do Império	Francis Hime	Wilson Das Neves with Drums / Bass, Drums"
Funziona Senza Vapore	The Gilbertos	Ricardo Salvagni with Programmings, Bass / Bass"
Anelis Assumpção	Karina Buhr	Mau (10) with Bass / Bass"
Anelis Assumpção	Dani Turcheto	Zé Nigro with Bass, Arranged By, Vocals, Bass, Guiro, Producer, Keyboards, Producer / Bass"
Anelis Assumpção	Céu	Lucas Martins with Vocals, Bass / Bass"
Karina Buhr	Anelis Assumpção	Mau (10) with Bass / Bass"
Emilio Santiago	Celso Fonseca	Marcelo Mariano with Bass / Bass"
Emilio Santiago	Leny Andrade	José Alves with Strings / Double Bass"
Emilio Santiago	Chico Buarque	Nico Assumpção with Bass / Electric Bass"
Emilio Santiago	Marcos Valle	Mazinho Ventura with Bass / Electric Bass"
Emilio Santiago	Francis Hime	Wilson Das Neves with Drums, Percussion / Bass, Drums"
Emilio Santiago	João Bosco	Nico Assumpção with Bass / Double Bass, Bass"
Emilio Santiago	Biafra	Jacaré with Bass / Bass"
Emilio Santiago	Garoto	Nico Assumpção with Bass / Acoustic Bass"
Emilio Santiago	Vitor Ramil	Nico Assumpção with Bass / Bass"
Tono (4)	Danilo Caymmi	Alberto Continentino with Electric Piano, Producer, Keyboards, Vibraphone, Synthesizer, Written By, Clavinet, Glockenspiel, Baritone Guitar / Bass Guitar, Acoustic Bass"
Tono (4)	Meia Banda	Bruno Di Lullo with Arranged By, Synthesizer, Electric Bass, Written By, Lead Vocals / Producer"
Luiz Bonfá	Antonio Carlos Jobim	Ron Carter with Bass / Bass, Acoustic Bass"
Los Hermanos (3)	Do Amor	Gabriel Bubu with Bass, Guitar, Backing Vocals / Guitar, Vocals, Vocals, Guitar"
Los Hermanos (3)	A.B.R.A. Pré-Ca	Gabriel Bubu with Bass, Guitar, Backing Vocals / Guitar "
Los Hermanos (3)	Silvia Machete	Gabriel Bubu with Bass, Guitar, Backing Vocals / Guitar"
Los Hermanos (3)	Castello Branco	Patrick Laplan with Bass / Bass [Baixo], Drums [Bateria]"
Los Hermanos (3)	Banda Do Mar	Marcelo Camelo with Electric Guitar, Vocals, Guitar, Vocals [Voz], Guitar [Guitarra], Other [Arranjos De Metais] / Percussion, Bass, Vocals, Guitar, Acoustic Guitar"
Los Hermanos (3)	Orquestra Imperial	Alexandre Kassin with Producer [Produzido Por] / Electric Bass, Bass [Acoustic & Synth], Producer"
Leny Andrade	Toquinho	Ivani Sabino with Bass / Bass"
Leny Andrade	Dóris Monteiro	José Alves with Double Bass / Violin"
Antonio Adolfo	Marcos Sabino	Jamil Joanes with Bass, Acoustic Guitar, Bass / Bass"
Antonio Adolfo	Kleiton & Kledir	Jamil Joanes with Bass, Acoustic Guitar, Bass / Bass"
Antonio Adolfo	Octavio Burnier	Jamil Joanes with Bass, Acoustic Guitar, Bass / Bass"
Antonio Adolfo	Marilia Barbosa	Jamil Joanes with Bass, Acoustic Guitar, Bass / Bass"
Antonio Adolfo	Rita Lee & Roberto	Jamil Joanes with Bass, Acoustic Guitar, Bass / Bass"
Antonio Adolfo	Marina Lima	Jamil Joanes with Bass, Acoustic Guitar, Bass / Bass"
Antonio Adolfo	Paulo André Barata	Jamil Joanes with Bass, Acoustic Guitar, Bass / Bass"
Antonio Adolfo	Djavan	Luizão with Bass / Bass"
Antonio Adolfo	Sérgio Mendes	Jamil Joanes with Bass, Acoustic Guitar, Bass / Bass"
Antonio Adolfo	Elis Regina	Luizão with Bass / Bass"
Antonio Adolfo	Sonia Santos	Luizão with Bass / Bass"
Antonio Adolfo	Sivuca	Jamil Joanes with Bass, Acoustic Guitar, Bass / Electric Bass, Contrabass"
Antonio Adolfo	Chico Batera	Jamil Joanes with Bass, Acoustic Guitar, Bass / Vocals"
Antonio Adolfo	Angela Ro Ro	Jamil Joanes with Bass, Acoustic Guitar, Bass / Bass"
Antonio Adolfo	Dóris Monteiro	Luizão with Bass / Bass Guitar"
Antonio Adolfo	Luiz Melodia	Jamil Joanes with Bass, Acoustic Guitar, Bass / Bass"
Antonio Adolfo	Wanderléa	Rubão Sabino with Bass / Bass"
Antonio Adolfo	Raul Seixas	Jamil Joanes with Bass, Acoustic Guitar, Bass / Bass"
Antonio Adolfo	Hyldon	Jamil Joanes with Bass, Acoustic Guitar, Bass / Vocals"
Antonio Adolfo	Osmar Milito	Luizão with Bass / Bass"
Antonio Adolfo	Maria Bethânia	Jamil Joanes with Bass, Acoustic Guitar, Bass / Bass"
Antonio Adolfo	Maria Bethânia	Luizão with Bass / Bass"
Antonio Adolfo	Banda Black Rio	Jamil Joanes with Bass, Acoustic Guitar, Bass / Electric Bass, Bass"
Antonio Adolfo	Lizzy Mercier Descloux	Jamil Joanes with Bass, Acoustic Guitar, Bass / Bass"
Antonio Adolfo	Marcelo (2)	Jamil Joanes with Bass, Acoustic Guitar, Bass / Electric Bass"
Antonio Adolfo	Jorge Mautner	Luizão with Bass / Bass"
Antonio Adolfo	Tavito	Jamil Joanes with Bass, Acoustic Guitar, Bass / Bass"
Antonio Adolfo	Dom Mita	Jamil Joanes with Bass, Acoustic Guitar, Bass / Bass"
Antonio Adolfo	Ithamara Koorax	Jamil Joanes with Bass, Acoustic Guitar, Bass / Bass "
Antonio Adolfo	Rildo Hora	Luizão with Bass / Bass"
Antonio Adolfo	Gilberto Gil	Rubão Sabino with Bass / Bass"
Antonio Adolfo	Leila Pinheiro	Jamil Joanes with Bass, Acoustic Guitar, Bass / Bass"
Antonio Adolfo	Caetano Veloso	Rubão Sabino with Bass / Bass"
Antonio Adolfo	Gal Costa	Jamil Joanes with Bass, Acoustic Guitar, Bass / Bass"
Antonio Adolfo	João Nogueira	Luizão with Bass / Bass"
Antonio Adolfo	Vitor Ramil	Jamil Joanes with Bass, Acoustic Guitar, Bass / Bass"
Arnaldo Baptista	Ruban	Liminha with Bass / Producer"
Arnaldo Baptista	Oswaldo Montenegro	Liminha with Bass / Producer"
Arnaldo Baptista	Skank (2)	Liminha with Bass / Producer, A&R"
Arnaldo Baptista	Ilê Aiyê	Liminha with Bass / Producer"
Arnaldo Baptista	Guilherme Arantes	Liminha with Bass / Directed By [Direção Artística], Producer"
Arnaldo Baptista	Ana Carolina	Liminha with Bass / Producer"
Arnaldo Baptista	Banda Black Rio	Liminha with Bass / Directed By [Studio]"
Arnaldo Baptista	Kid Abelha	Liminha with Bass / Mixed By [Mixagem], Arranged By [Arranjos], Technician [Técnico De Gravação], Directed By [Direção Artistica], Producer"
Arnaldo Baptista	Adriana Calcanhotto	Liminha with Bass / Producer"
Arnaldo Baptista	Daniela Mercury	Liminha with Bass / Producer"
Arnaldo Baptista	Zélia Duncan	Liminha with Bass / Producer"
Arnaldo Baptista	Gilberto Gil	Liminha with Bass / Producer, Arranged By, Mixed By, Producer, Engineer, Mixed By, Mastered By, Written-By, Guitar, Percussion, Producer, Directed By, Arranged By, Technician [Recording], A&R, Engineer"
Planet Hemp	Arnaldo Baptista	Liminha with A&R / Bass"
Skank (2)	Arnaldo Baptista	Liminha with Producer, A&R / Bass"
Osmar Milito & Ventura Six Band (Summer In Brazil)	Egberto Gismonti	Luiz Alves with Acoustic Bass [Baixo Acústico] / Contrabass, Bass"
Osmar Milito & Ventura Six Band (Summer In Brazil)	Quarteto Em Cy	Luiz Alves with Acoustic Bass [Baixo Acústico] / Double Bass [Acoustic], Acoustic Bass"
Osmar Milito & Ventura Six Band (Summer In Brazil)	Tunai	Luiz Alves with Acoustic Bass [Baixo Acústico] / Acoustic Bass"
Osmar Milito & Ventura Six Band (Summer In Brazil)	Miucha	Luiz Alves with Acoustic Bass [Baixo Acústico] / Performer, Acoustic Bass"
Osmar Milito & Ventura Six Band (Summer In Brazil)	Wagner Tiso	Luiz Alves with Acoustic Bass [Baixo Acústico] / Written-By"
Osmar Milito & Ventura Six Band (Summer In Brazil)	Nelson Angelo	Luiz Alves with Acoustic Bass [Baixo Acústico] / Acoustic Bass"
Osmar Milito & Ventura Six Band (Summer In Brazil)	Dorival Caymmi	Luiz Alves with Acoustic Bass [Baixo Acústico] / Bass"
Osmar Milito & Ventura Six Band (Summer In Brazil)	Milton Nascimento	Luiz Alves with Acoustic Bass [Baixo Acústico] / Electric Bass, Bass [Electric]"
Osmar Milito & Ventura Six Band (Summer In Brazil)	Gal Costa	Luiz Alves with Acoustic Bass [Baixo Acústico] / Double Bass, Acoustic Bass"
Osmar Milito & Ventura Six Band (Summer In Brazil)	Ivan Lins	Luiz Alves with Acoustic Bass [Baixo Acústico] / Electric Bass"
Tribalistas	Elza Soares	Carlinhos Brown with Co-producer / Percussion, Bass"
Pé Ante Pé	Pau Brasil	Teco Cardoso with Alto Saxophone, Soprano Saxophone, Flute / Alto Saxophone, Soprano Saxophone, Flute [Do, Sol, Pífano, Bass Flute]"
Sérgio Mendes	Marcos Sabino	Jamil Joanes with Bass / Bass"
Sérgio Mendes	Sérgio Mendes & Brasil '65	Sebastião Neto with Double Bass, Vocals [Male] / Bass"
Sérgio Mendes	Kleiton & Kledir	Jamil Joanes with Bass / Bass"
Sérgio Mendes	Octavio Burnier	Jamil Joanes with Bass / Bass"
Sérgio Mendes	Marilia Barbosa	Jamil Joanes with Bass / Bass"
Sérgio Mendes	Rita Lee & Roberto	Jamil Joanes with Bass / Bass"
Sérgio Mendes	Marina Lima	Jamil Joanes with Bass / Bass"
Sérgio Mendes	Paulo André Barata	Jamil Joanes with Bass / Bass"
Sérgio Mendes	Antonio Adolfo	Jamil Joanes with Bass / Bass, Acoustic Guitar, Bass"
Sérgio Mendes	Antonio Carlos Jobim	Sebastião Neto with Double Bass, Vocals [Male] / Bass"
Sérgio Mendes	Sivuca	Jamil Joanes with Bass / Electric Bass, Contrabass"
Sérgio Mendes	Chico Batera	Jamil Joanes with Bass / Vocals"
Sérgio Mendes	Angela Ro Ro	Jamil Joanes with Bass / Bass"
Sérgio Mendes	Sylvia Telles	Joe Mondragon with Bass / Double Bass"
Sérgio Mendes	Walter Wanderley	Sebastião Neto with Double Bass, Vocals [Male] / Bass"
Sérgio Mendes	Luiz Melodia	Jamil Joanes with Bass / Bass"
Sérgio Mendes	Raul Seixas	Jamil Joanes with Bass / Bass"
Sérgio Mendes	Hyldon	Jamil Joanes with Bass / Vocals"
Sérgio Mendes	Maria Bethânia	Jamil Joanes with Bass / Bass"
Sérgio Mendes	Banda Black Rio	Jamil Joanes with Bass / Electric Bass, Bass"
Sérgio Mendes	Lizzy Mercier Descloux	Jamil Joanes with Bass / Bass"
Sérgio Mendes	Marcelo (2)	Jamil Joanes with Bass / Electric Bass"
Sérgio Mendes	Tavito	Jamil Joanes with Bass / Bass"
Sérgio Mendes	Dom Mita	Jamil Joanes with Bass / Bass"
Sérgio Mendes	João Donato & Seu Trio	Sebastião Neto with Double Bass, Vocals [Male] / Bass"
Sérgio Mendes	Ithamara Koorax	Jamil Joanes with Bass / Bass "
Sérgio Mendes	Milton Nascimento	Toninho Horta with Guitar [Violão] / Guitar [Violão], Twelve-string Guitar, Electric Guitar, Guitar [12-string, Electric], Directed By, Guitar, Vocals, Drums, Piano, Trumpet, Bass"
Sérgio Mendes	Leila Pinheiro	Jamil Joanes with Bass / Bass"
Sérgio Mendes	Gal Costa	Jamil Joanes with Bass / Bass"
Sérgio Mendes	Vitor Ramil	Jamil Joanes with Bass / Bass"
Antonio Carlos Jobim	Sérgio Mendes & Brasil '65	Sebastião Neto with Bass / Bass"
Antonio Carlos Jobim	Airto Moreira	Ron Carter with Bass, Acoustic Bass / Bass"
Antonio Carlos Jobim	Luiz Bonfá	Ron Carter with Bass, Acoustic Bass / Bass"
Antonio Carlos Jobim	Sérgio Mendes	Sebastião Neto with Bass / Double Bass, Vocals [Male]"
Antonio Carlos Jobim	Miucha	Ron Carter with Bass, Acoustic Bass / Contrabass, Acoustic Bass"
Antonio Carlos Jobim	Walter Wanderley	Sebastião Neto with Bass / Bass"
Antonio Carlos Jobim	João Donato & Seu Trio	Sebastião Neto with Bass / Bass"
Antonio Carlos Jobim	Ithamara Koorax	Ron Carter with Bass, Acoustic Bass / Featuring, Bass "
Antonio Carlos Jobim	Astrud Gilberto	Ron Carter with Bass, Acoustic Bass / Bass"
Papete	Ednardo	Gabriel Bahlis with Bass / Acoustic Bass, Electric Bass"
Papete	Nilze Carvalho	Gabriel Bahlis with Bass / Bass"
Papete	Walter Wanderley	Theo De Barros with Organ, Guitar, Percussion [Base, Cincerro], Arranged By, Organ, Guitar, Percussion, Chorus, Organ, Guitar, Percussion [Base, Cincerro], Arranged By, Directed By [Direção Artística] / Bass, Guitar, Vocals"
Papete	Alceu Valença	Gabriel Bahlis with Bass / Bass"
Criolo	Thiago França	Marcelo Cabral with Producer / Acoustic Bass, Effects, Percussion"
Baby Consuelo	Pepeu Gomes	Didi Gomes with Bass, Vocals, Viola / Written-By"
Baby Consuelo	Os Novos Baianos	Didi Gomes with Bass, Vocals, Viola / Bass"
Baby Consuelo	Elza Soares	Didi Gomes with Bass, Vocals, Viola / Bass"
Severino Araújo	Orquestra Imperial	César Farias with Bass / Pandeiro, Bongos, Repinique [Repique], Percussion"
Dani Turcheto	Anelis Assumpção	Zé Nigro with Bass / Bass, Arranged By, Vocals, Bass, Guiro, Producer, Keyboards, Producer"
Jorge Ben	Roberta Campos	Dadi with Bass / Piano [Fender Rhodes], Organ [Hammond]"
Jorge Ben	Os Pilantrocratas	Luiz Carlos Batera with Percussion / Bass"
Jorge Ben	Moraes Moreira	Dadi with Bass / Bass"
Jorge Ben	Francis Hime	Wilson Das Neves with Drums, Timbales / Bass, Drums"
Jorge Ben	Os Caçulas	Luiz Wagner with Bass / Arranged By"
Jorge Ben	Armandinho E O Trio Elétrico Dodô & Osmar	Dadi with Bass / Written-By"
Jorge Ben	Leila Pinheiro	Dadi with Bass / Acoustic Guitar [Steel Strings]"
Jorge Ben	Caetano Veloso	Dadi with Bass / Electric Bass, Vocals"
Elis Regina	Placa Luminosa	Luizão Maia with Electric Bass, Bass / Drums"
Elis Regina	Quarteto Em Cy	Luizão Maia with Electric Bass, Bass / Double Bass, Double Bass [Contrabass]"
Elis Regina	Djavan	Luizão Maia with Electric Bass, Bass / Bass"
Elis Regina	Djavan	Luizão with Bass / Bass"
Elis Regina	Arnaldo Baptista	Liminha with Producer [Artistic Direction] / Bass"
Elis Regina	Dóris Monteiro	Luizão with Bass / Bass Guitar"
Elis Regina	Wagner Tiso	Luizão Maia with Electric Bass, Bass / Bass"
Elis Regina	Maria Creuza	Luizão Maia with Electric Bass, Bass / Bass"
Elis Regina	Francis Hime	Wilson Das Neves with Drums  / Bass, Drums"
Elis Regina	Jotan	Luizão Maia with Electric Bass, Bass / Bass"
Elis Regina	Maria Bethânia	Luizão with Bass / Bass"
Elis Regina	Antonio Carlos E Jocafi	Luizão Maia with Electric Bass, Bass / Bass"
Elis Regina	João Bosco	Luizão Maia with Electric Bass, Bass / Bass"
Elis Regina	Milton Nascimento	Nenê with Bass / Congas [Tumba], Percussion, Surdo, Caxixi, Drums"
Elis Regina	Milton Nascimento	Tavito with Lyrics By / Bass Guitar , Lead Vocals, Guitar, Bass, Bells, Voice, Bass Guitar, Lead Vocals"
Elis Regina	Ivan Lins	Luizão Maia with Electric Bass, Bass / Electric Bass"
Elis Regina	João Nogueira	Luizão Maia with Electric Bass, Bass / Bass"
Elis Regina	Le Trio Camara	Edu Lobo with Arranged By, Lyrics By, Written-By / Bass"
Jovem Braza	Egberto Gismonti	Novelli with Bass  / Lyrics By, Written-By"
Jovem Braza	Milton Nascimento	Novelli with Bass  / Percussion, Bass, Organ, Bass, Vocals"
Sonia Santos	Djavan	Luizão with Bass / Bass"
Sonia Santos	Elis Regina	Luizão with Bass / Bass"
Sonia Santos	Dóris Monteiro	Luizão with Bass / Bass Guitar"
Sonia Santos	Osmar Milito	Luizão with Bass / Bass"
Sonia Santos	Maria Bethânia	Luizão with Bass / Bass"
Sonia Santos	Jorge Mautner	Luizão with Bass / Bass"
Sonia Santos	Rildo Hora	Luizão with Bass / Bass"
Sonia Santos	João Nogueira	Luizão with Bass / Bass"
A.B.R.A. Pré-Ca	Lucas Santtana	Ricardo Dias Gomes with Bass / Keyboards [Rhodes], Bass"
Danilo Caymmi	Egberto Gismonti	Novelli with Piano, Bass / Lyrics By, Written-By"
Danilo Caymmi	Vox Populi (4)	Fernando Leporace with Vocals, Bass / Bass"
Danilo Caymmi	Mário Castro Neves & Samba S.A.	Novelli with Piano, Bass / Acoustic Bass"
